Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
8_MA-TS_7-8_Reactant,8_MA-TS_7-8,8_MA-TS_7-8_Product,-3111.96104016,-3111.95805199,-3112.00294566,-3111.167587,-3111.158338,-3111.203241,1.88,28.17,-26.3,5.8,28.18,-22.37
16_MA-TS_7-8_Reactant,16_MA-TS_7-8,16_MA-TS_7-8_Product,-3111.99958413,-3111.97055037,-3111.99583748,-3111.200684,-3111.169646,-3111.192338,18.22,15.87,2.35,19.48,14.24,5.24
18_MA-TS_7-8_Reactant,18_MA-TS_7-8,18_MA-TS_7-8_Product,-2955.8585504,-2955.83070796,-2955.86959353,-2955.12832,-2955.098525,-2955.133075,17.47,24.4,-6.93,18.7,21.68,-2.98
22_MA-TS_5-6_Reactant,22_MA-TS_5-6,22_MA-TS_5-6_Product,-2266.38543829,-2266.35383527,-2266.36017345,-2265.808659,-2265.782761,-2265.790464,19.83,3.98,15.85,16.25,4.83,11.42
24_MA-TS_5-6_Reactant,24_MA-TS_5-6,24_MA-TS_5-6_Product,-2206.2870369,-2206.25894775,-2206.26869278,-2205.736072,-2205.712668,-2205.721383,17.63,6.12,11.51,14.69,5.47,9.22
25_MA-TS_5-6_Reactant,25_MA-TS_5-6,25_MA-TS_5-6_Product,-1598.38581948,-1598.38011,-1598.38696354,-1598.062772,-1598.05583,-1598.062105,3.58,4.3,-0.72,4.36,3.94,0.42
28_MA-TS_5-6_Reactant,28_MA-TS_5-6,28_MA-TS_5-6_Product,-1868.50366456,-1868.47425363,-1868.4830138,-1868.072076,-1868.047338,-1868.053666,18.46,5.5,12.96,15.52,3.97,11.55
31_MA-TS_5-6_Reactant,31_MA-TS_5-6,31_MA-TS_5-6_Product,-1829.22857335,-1829.19654871,-1829.20161785,-1828.824286,-1828.797298,-1828.802823,20.1,3.18,16.91,16.94,3.47,13.47
33_MA-TS_5-6_Reactant,33_MA-TS_5-6,33_MA-TS_5-6_Product,-1482.75378972,-1482.74956441,-1482.75185925,-1482.478717,-1482.473925,-1482.475471,2.65,1.44,1.21,3.01,0.97,2.04
34_MA-TS_5-6_Reactant,34_MA-TS_5-6,34_MA-TS_5-6_Product,-1637.68040278,-1637.65004397,-1637.66170615,-1637.331039,-1637.300473,-1637.312002,19.05,7.32,11.73,19.18,7.23,11.95
35_MA-TS_5-6_Reactant,35_MA-TS_5-6,35_MA-TS_5-6_Product,-1523.25590036,-1523.22717466,-1523.24236857,-1522.934217,-1522.907206,-1522.920091,18.03,9.53,8.49,16.95,8.09,8.86
36_MA-TS_5-6_Reactant,36_MA-TS_5-6,36_MA-TS_5-6_Product,-1829.18496883,-1829.18456241,-1829.18904533,-1828.784758,-1828.782953,-1828.786809,0.26,2.81,-2.56,1.13,2.42,-1.29
37_MA-TS_5-6_Reactant,37_MA-TS_5-6,37_MA-TS_5-6_Product,-1729.83060419,-1729.81244523,-1729.83366915,-1729.478996,-1729.466141,-1729.485561,11.39,13.32,-1.92,8.07,12.19,-4.12
38_MA-TS_5-6_Reactant,38_MA-TS_5-6,38_MA-TS_5-6_Product,-1712.83397481,-1712.80550946,-1712.81659256,-1712.481646,-1712.451795,-1712.460202,17.86,6.95,10.91,18.73,5.28,13.46
41_MA-TS_5-6_Reactant,41_MA-TS_5-6,41_MA-TS_5-6_Product,-1845.24822438,-1845.21945506,-1845.22499849,-1844.857262,-1844.831492,-1844.834293,18.05,3.48,14.57,16.17,1.76,14.41
42_MA-TS_5-6_Reactant,42_MA-TS_5-6,42_MA-TS_5-6_Product,-2190.2551676,-2190.24307827,-2190.24622003,-2189.690116,-2189.677778,-2189.679961,7.59,1.97,5.61,7.74,1.37,6.37
44_MA-TS_5-6_Reactant,44_MA-TS_5-6,44_MA-TS_5-6_Product,-2096.89151653,-2096.87848993,-2096.88966933,-2096.349381,-2096.336669,-2096.343811,8.17,7.02,1.16,7.98,4.48,3.5
46_MA-TS_7-8_Reactant,46_MA-TS_7-8,46_MA-TS_7-8_Product,-2838.34795802,-2838.33402892,-2838.34922053,-2837.629402,-2837.610503,-2837.626853,8.74,9.53,-0.79,11.86,10.26,1.6
49_MA-TS_7-8_Reactant,49_MA-TS_7-8,49_MA-TS_7-8_Product,-2937.48671754,-2937.46846554,-2937.48906973,-2936.786122,-2936.767625,-2936.785067,11.45,12.93,-1.48,11.61,10.95,0.66
50_MA-TS_7-8_Reactant,50_MA-TS_7-8,50_MA-TS_7-8_Product,-3036.66328838,-3036.61565893,-3036.62471683,-3035.965332,-3035.923836,-3035.929936,29.89,5.68,24.2,26.04,3.83,22.21
55_MA-TS_7-8_Reactant,55_MA-TS_7-8,55_MA-TS_7-8_Product,-2724.14308086,-2724.13050921,-2724.1372382,-2723.44446,-2723.433486,-2723.440335,7.89,4.22,3.67,6.89,4.3,2.59
57_MA-TS_7-8_Reactant,57_MA-TS_7-8,57_MA-TS_7-8_Product,-2776.96403506,-2776.95048495,-2776.9657174,-2776.295498,-2776.283662,-2776.298499,8.5,9.56,-1.06,7.43,9.31,-1.88
59_MA-TS_7-8_Reactant,59_MA-TS_7-8,59_MA-TS_7-8_Product,-2915.70441181,-2915.67718869,-2915.68077239,-2914.957206,-2914.928949,-2914.932502,17.08,2.25,14.83,17.73,2.23,15.5
60_MA-TS_7-8_Reactant,60_MA-TS_7-8,60_MA-TS_7-8_Product,-2915.68758524,-2915.6721068,-2915.68846142,-2914.938203,-2914.923565,-2914.936905,9.71,10.26,-0.55,9.19,8.37,0.81
63_MA-TS_7-8_Reactant,63_MA-TS_7-8,63_MA-TS_7-8_Product,-2953.44936134,-2953.44377029,-2953.45878684,-2952.758536,-2952.747915,-2952.759857,3.51,9.42,-5.91,6.66,7.49,-0.83
64_MA-TS_7-8_Reactant,64_MA-TS_7-8,64_MA-TS_7-8_Product,-3052.57099773,-3052.56145239,-3052.57431117,-3051.89003,-3051.880131,-3051.890421,5.99,8.07,-2.08,6.21,6.46,-0.25
65_MA-TS_27-28_Reactant,65_MA-TS_27-28,65_MA-TS_27-28_Product,-3091.88033254,-3091.84652075,-3091.85087812,-3091.164943,-3091.132817,-3091.133994,21.22,2.73,18.48,20.16,0.74,19.42
67_MA-TS_22-28_Reactant,67_MA-TS_22-28,67_MA-TS_22-28_Product,-2701.95027968,-2701.94469318,-2701.95011019,-2701.483476,-2701.476981,-2701.483468,3.51,3.4,0.11,4.08,4.07,0.01
69_MA-TS_24-25_Reactant,69_MA-TS_24-25,69_MA-TS_24-25_Product,-2587.69970767,-2587.69150457,-2587.70042648,-2587.12066,-2587.108965,-2587.117165,5.15,5.6,-0.45,7.34,5.15,2.19
71_MA-TS_25-26_Reactant,71_MA-TS_25-26,71_MA-TS_25-26_Product,-2616.11619821,-2616.0967228,-2616.09681358,-2615.529199,-2615.51057,-2615.510293,12.22,0.06,12.16,11.69,-0.17,11.86
73_MA-TS_22-28_Reactant,73_MA-TS_22-28,73_MA-TS_22-28_Product,-2633.70313522,-2633.68750451,-2633.70158657,-2633.16257,-2633.149786,-2633.160446,9.81,8.84,0.97,8.02,6.69,1.33
74_MA-TS_22-31_Reactant,74_MA-TS_22-31,74_MA-TS_22-31_Product,-2818.54452539,-2818.53800951,-2818.56255625,-2818.020846,-2818.016087,-2818.037119,4.09,15.4,-11.31,2.99,13.2,-10.21
78_MA-TS_24-25_Reactant,78_MA-TS_24-25,78_MA-TS_24-25_Product,-2434.02672753,-2434.02185977,-2434.02696236,-2433.499535,-2433.493827,-2433.497867,3.05,3.2,-0.15,3.58,2.54,1.05
79_MA-TS_25-26_Reactant,79_MA-TS_25-26,79_MA-TS_25-26_Product,-3105.00431165,-3104.98688365,-3104.9912771,-3104.399784,-3104.378669,-3104.380931,10.94,2.76,8.18,13.25,1.42,11.83
82_MA-TS_24-25_Reactant,82_MA-TS_24-25,82_MA-TS_24-25_Product,-2664.65004267,-2664.62620961,-2664.64285715,-2663.980433,-2663.959213,-2663.971206,14.96,10.45,4.51,13.32,7.53,5.79
85_MA-TS_25-26_Reactant,85_MA-TS_25-26,85_MA-TS_25-26_Product,-2609.33010038,-2609.32840781,-2609.33616428,-2608.684803,-2608.682412,-2608.687026,1.06,4.87,-3.81,1.5,2.9,-1.39
87_MA-TS_24-25_Reactant,87_MA-TS_24-25,87_MA-TS_24-25_Product,-2572.45395496,-2572.4444734,-2572.44490012,-2571.908077,-2571.899376,-2571.900138,5.95,0.27,5.68,5.46,0.48,4.98
92_MA-TS_24-25_Reactant,92_MA-TS_24-25,92_MA-TS_24-25_Product,-2565.43791575,-2565.42084085,-2565.42091937,-2564.96481,-2564.95388,-2564.954152,10.71,0.05,10.67,6.86,0.17,6.69
94_MA-TS_24-25_Reactant,94_MA-TS_24-25,94_MA-TS_24-25_Product,-2648.64415865,-2648.62441891,-2648.63779327,-2647.965022,-2647.94457,-2647.956115,12.39,8.39,3.99,12.83,7.24,5.59
103_MA-TS_24-25_Reactant,103_MA-TS_24-25,103_MA-TS_24-25_Product,-2549.38461669,-2549.36316833,-2549.36357143,-2548.82265,-2548.800731,-2548.803384,13.46,0.25,13.21,13.75,1.66,12.09
106_MA-TS_4-5_Reactant,106_MA-TS_4-5,106_MA-TS_4-5_Product,-2378.5452221,-2378.52901057,-2378.53576487,-2377.971532,-2377.951934,-2377.957237,10.17,4.24,5.93,12.3,3.33,8.97
109_MA-TS_24-25_Reactant,109_MA-TS_24-25,109_MA-TS_24-25_Product,-2572.4497484,-2572.43895127,-2572.44798938,-2571.907507,-2571.898745,-2571.90402,6.78,5.67,1.1,5.5,3.31,2.19
111_MA-TS_24-25_Reactant,111_MA-TS_24-25,111_MA-TS_24-25_Product,-2480.04145729,-2480.03669886,-2480.04183886,-2479.557206,-2479.552816,-2479.557022,2.99,3.23,-0.24,2.75,2.64,0.12
112_MA-TS_22-30_Reactant,112_MA-TS_22-30,112_MA-TS_22-30_Product,-2780.51065241,-2780.50998661,-2780.52171518,-2779.995312,-2779.989372,-2780.001062,0.42,7.36,-6.94,3.73,7.34,-3.61
114_MA-TS_24-25_Reactant,114_MA-TS_24-25,114_MA-TS_24-25_Product,-2488.40657921,-2488.3898047,-2488.39079325,-2487.868288,-2487.855581,-2487.85926,10.53,0.62,9.91,7.97,2.31,5.67
115_MA-TS_24-25_Reactant,115_MA-TS_24-25,115_MA-TS_24-25_Product,-2572.45245193,-2572.43403675,-2572.43440325,-2571.908155,-2571.887178,-2571.888739,11.56,0.23,11.33,13.16,0.98,12.18
118_MA-TS_24-25_Reactant,118_MA-TS_24-25,118_MA-TS_24-25_Product,-4701.39376332,-4701.38806633,-4701.3965915,-4700.966527,-4700.960008,-4700.964879,3.57,5.35,-1.77,4.09,3.06,1.03
120_MA-TS_5-6_Reactant,120_MA-TS_5-6,120_MA-TS_5-6_Product,-3152.52743412,-3152.52732086,-3152.54050392,-3152.127719,-3152.125559,-3152.136884,0.07,8.27,-8.2,1.36,7.11,-5.75
154_MA-TS_13-14_Reactant,154_MA-TS_13-14,154_MA-TS_13-14_Product,-2884.13558356,-2884.11782992,-2884.13115652,-2883.565328,-2883.55163,-2883.562292,11.14,8.36,2.78,8.6,6.69,1.91
170_MA-TS_5-6_Reactant,170_MA-TS_5-6,170_MA-TS_5-6_Product,-2730.05128861,-2730.03308976,-2730.04875275,-2729.672514,-2729.656699,-2729.669903,11.42,9.83,1.59,9.92,8.29,1.64
171_MA-TS_5-6_Reactant,171_MA-TS_5-6,171_MA-TS_5-6_Product,-2865.54314817,-2865.52978975,-2865.53464306,-2865.121669,-2865.108727,-2865.110324,8.38,3.05,5.34,8.12,1.0,7.12
173_MA-TS_5-6_Reactant,173_MA-TS_5-6,173_MA-TS_5-6_Product,-2865.54888826,-2865.54618515,-2865.54909478,-2865.12732,-2865.122791,-2865.12582,1.7,1.83,-0.13,2.84,1.9,0.94
175_MA-TS_5-6_Reactant,175_MA-TS_5-6,175_MA-TS_5-6_Product,-3097.35847686,-3097.34709359,-3097.3563259,-3096.994258,-3096.979001,-3096.986756,7.14,5.79,1.35,9.57,4.87,4.71
176_MA-TS_5-6_Reactant,176_MA-TS_5-6,176_MA-TS_5-6_Product,-2682.34116185,-2682.32450577,-2682.33228495,-2681.873066,-2681.857204,-2681.865154,10.45,4.88,5.57,9.95,4.99,4.96
178_MA-TS_5-6_Reactant,178_MA-TS_5-6,178_MA-TS_5-6_Product,-4966.65074095,-4966.64947342,-4966.66529118,-4966.283644,-4966.281686,-4966.29575,0.8,9.93,-9.13,1.23,8.83,-7.6
180_MA-TS_5-6_Reactant,180_MA-TS_5-6,180_MA-TS_5-6_Product,-2852.79944322,-2852.7990756,-2852.81018736,-2852.433606,-2852.432475,-2852.441902,0.23,6.97,-6.74,0.71,5.92,-5.21
184_MA-TS_5-6_Reactant,184_MA-TS_5-6,184_MA-TS_5-6_Product,-2654.91591612,-2654.90935469,-2654.92536747,-2654.545258,-2654.537901,-2654.551742,4.12,10.05,-5.93,4.62,8.69,-4.07
185_MA-TS_5-6_Reactant,185_MA-TS_5-6,185_MA-TS_5-6_Product,-2769.31851636,-2769.31628094,-2769.32674347,-2768.915498,-2768.909754,-2768.918678,1.4,6.57,-5.16,3.6,5.6,-2.0
187_MA-TS_5-6_Reactant,187_MA-TS_5-6,187_MA-TS_5-6_Product,-2844.44461059,-2844.43737503,-2844.44384202,-2844.039401,-2844.028591,-2844.036111,4.54,4.06,0.48,6.78,4.72,2.06
188_MA-TS_5-6_Reactant,188_MA-TS_5-6,188_MA-TS_5-6_Product,-2769.11989749,-2769.10655059,-2769.11479967,-2768.727999,-2768.713824,-2768.720899,8.38,5.18,3.2,8.89,4.44,4.46
190_MA-TS_5-6_Reactant,190_MA-TS_5-6,190_MA-TS_5-6_Product,-2597.62077699,-2597.60633871,-2597.61046857,-2597.24496,-2597.229618,-2597.23287,9.06,2.59,6.47,9.63,2.04,7.59
191_MA-TS_5-6_Reactant,191_MA-TS_5-6,191_MA-TS_5-6_Product,-2842.17759884,-2842.16277964,-2842.17321193,-2841.795639,-2841.781564,-2841.79106,9.3,6.55,2.75,8.83,5.96,2.87
193_MA-TS_5-6_Reactant,193_MA-TS_5-6,193_MA-TS_5-6_Product,-2393.33493046,-2393.33268178,-2393.33665618,-2392.95697,-2392.954011,-2392.959274,1.41,2.49,-1.08,1.86,3.3,-1.45
194_MA-TS_5-6_Reactant,194_MA-TS_5-6,194_MA-TS_5-6_Product,-2485.49079467,-2485.47606675,-2485.48168529,-2485.115459,-2485.100608,-2485.10649,9.24,3.53,5.72,9.32,3.69,5.63
196_MA-TS_5-6_Reactant,196_MA-TS_5-6,196_MA-TS_5-6_Product,-5102.14669469,-5102.13997166,-5102.15597377,-5101.745662,-5101.735461,-5101.751395,4.22,10.04,-5.82,6.4,10.0,-3.6
199_MA-TS_5-6_Reactant,199_MA-TS_5-6,199_MA-TS_5-6_Product,-2432.61621379,-2432.61116314,-2432.61303547,-2432.21537,-2432.207374,-2432.209522,3.17,1.17,1.99,5.02,1.35,3.67
203_MA-TS_5-6_Reactant,203_MA-TS_5-6,203_MA-TS_5-6_Product,-2393.34126019,-2393.32916268,-2393.33480393,-2392.963137,-2392.951189,-2392.958346,7.59,3.54,4.05,7.5,4.49,3.01
209_MA-TS_5-7_Reactant,209_MA-TS_5-7,209_MA-TS_5-7_Product,-3944.04102316,-3944.0313719,-3944.04688856,-3943.769395,-3943.758188,-3943.772935,6.06,9.74,-3.68,7.03,9.25,-2.22
210_MA-TS_5-7_Reactant,210_MA-TS_5-7,210_MA-TS_5-7_Product,-1469.86172947,-1469.85575057,-1469.8597938,-1469.585494,-1469.574906,-1469.578564,3.75,2.54,1.21,6.64,2.3,4.35
211_MA-TS_5-7_Reactant,211_MA-TS_5-7,211_MA-TS_5-7_Product,-1707.43913504,-1707.43207631,-1707.4324864,-1707.154949,-1707.14337,-1707.145602,4.43,0.26,4.17,7.27,1.4,5.87
212_MA-TS_5-7_Reactant,212_MA-TS_5-7,212_MA-TS_5-7_Product,-3944.03752977,-3944.03668001,-3944.05227245,-3943.765392,-3943.761801,-3943.777561,0.53,9.78,-9.25,2.25,9.89,-7.64
213_MA-TS_5-7_Reactant,213_MA-TS_5-7,213_MA-TS_5-7_Product,-3944.04001494,-3944.03481212,-3944.04422143,-3943.764448,-3943.758338,-3943.765935,3.26,5.9,-2.64,3.83,4.77,-0.93
214_MA-TS_5-7_Reactant,214_MA-TS_5-7,214_MA-TS_5-7_Product,-2130.21100519,-2130.20947044,-2130.22029434,-2129.81615,-2129.813341,-2129.824287,0.96,6.79,-5.83,1.76,6.87,-5.11
216_MA-TS_5-7_Reactant,216_MA-TS_5-7,216_MA-TS_5-7_Product,-1958.31220893,-1958.3047686,-1958.32181141,-1957.995694,-1957.985545,-1958.003546,4.67,10.69,-6.03,6.37,11.3,-4.93
220_MA-TS_5-6_Reactant,220_MA-TS_5-6,220_MA-TS_5-6_Product,-2493.91003691,-2493.90046928,-2493.90996429,-2493.373355,-2493.361382,-2493.37081,6.0,5.96,0.05,7.51,5.92,1.6
221_MA-TS_5-6_Reactant,221_MA-TS_5-6,221_MA-TS_5-6_Product,-2747.52178177,-2747.49055011,-2747.50133262,-2746.978728,-2746.947772,-2746.957757,19.6,6.77,12.83,19.43,6.27,13.16
222_MA-TS_5-6_Reactant,222_MA-TS_5-6,222_MA-TS_5-6_Product,-2721.3318317,-2721.31497834,-2721.32232377,-2720.768171,-2720.751009,-2720.757158,10.58,4.61,5.97,10.77,3.86,6.91
224_MA-TS_5-7_Reactant,224_MA-TS_5-7,224_MA-TS_5-7_Product,-2644.00672818,-2643.99499534,-2644.00418919,-2643.473435,-2643.46063,-2643.468094,7.36,5.77,1.59,8.04,4.68,3.35
225_MA-TS_5-6_Reactant,225_MA-TS_5-6,225_MA-TS_5-6_Product,-2683.25200931,-2683.24239824,-2683.25176124,-2682.694179,-2682.683134,-2682.691876,6.03,5.88,0.16,6.93,5.49,1.45
226_MA-TS_5-6_Reactant,226_MA-TS_5-6,226_MA-TS_5-6_Product,-2531.01039859,-2530.99051831,-2531.00327809,-2530.480801,-2530.462028,-2530.473828,12.48,8.01,4.47,11.78,7.4,4.38
229_MA-TS_5-7_Reactant,229_MA-TS_5-7,229_MA-TS_5-7_Product,-2643.98954443,-2643.9851234,-2643.99427944,-2643.463498,-2643.456327,-2643.463024,2.77,5.75,-2.97,4.5,4.2,0.3
232_MA-TS_5-6_Reactant,232_MA-TS_5-6,232_MA-TS_5-6_Product,-2722.55578591,-2722.54124949,-2722.5491005,-2721.964793,-2721.95304,-2721.961328,9.12,4.93,4.2,7.38,5.2,2.17
233_MA-TS_5-6_Reactant,233_MA-TS_5-6,233_MA-TS_5-6_Product,-2643.97205343,-2643.97086616,-2643.985499,-2643.444642,-2643.439289,-2643.455249,0.75,9.18,-8.44,3.36,10.02,-6.66
234_MA-TS_5-6_Reactant,234_MA-TS_5-6,234_MA-TS_5-6_Product,-2185.51980038,-2185.50257071,-2185.51376294,-2185.10539,-2185.083883,-2185.091601,10.81,7.02,3.79,13.5,4.84,8.65
236_MA-TS_5-7_Reactant,236_MA-TS_5-7,236_MA-TS_5-7_Product,-2471.63526644,-2471.61973293,-2471.63154338,-2471.13358,-2471.113256,-2471.124781,9.75,7.41,2.34,12.75,7.23,5.52
238_MA-TS_5-6_Reactant,238_MA-TS_5-6,238_MA-TS_5-6_Product,-2643.97031028,-2643.9681944,-2643.97871492,-2643.452136,-2643.447687,-2643.455116,1.33,6.6,-5.27,2.79,4.66,-1.87
239_MA-TS_5-6_Reactant,239_MA-TS_5-6,239_MA-TS_5-6_Product,-2643.96330048,-2643.96003364,-2643.97440752,-2643.443063,-2643.43504,-2643.447823,2.05,9.02,-6.97,5.03,8.02,-2.99
241_MA-TS_5-6_Reactant,241_MA-TS_5-6,241_MA-TS_5-6_Product,-2705.14044311,-2705.13271079,-2705.14587111,-2704.490174,-2704.481746,-2704.494438,4.85,8.26,-3.41,5.29,7.96,-2.68
243_MA-TS_5-6_Reactant,243_MA-TS_5-6,243_MA-TS_5-6_Product,-2630.13304074,-2630.12019418,-2630.12696861,-2629.613307,-2629.595831,-2629.603275,8.06,4.25,3.81,10.97,4.67,6.3
250_MA-TS_5-6_Reactant,250_MA-TS_5-6,250_MA-TS_5-6_Product,-2990.47548402,-2990.45865332,-2990.49107563,-2989.95435,-2989.938099,-2989.9645,10.56,20.35,-9.78,10.2,16.57,-6.37
254_MA-TS_5-6_Reactant,254_MA-TS_5-6,254_MA-TS_5-6_Product,-2452.46993784,-2452.458209,-2452.45947419,-2451.983933,-2451.974056,-2451.974688,7.36,0.79,6.57,6.2,0.4,5.8
255_MA-TS_5-6_Reactant,255_MA-TS_5-6,255_MA-TS_5-6_Product,-3983.30516919,-3983.30433407,-3983.30974037,-3983.004941,-3983.00256,-3983.009207,0.52,3.39,-2.87,1.49,4.17,-2.68
256_MA-TS_5-6_Reactant,256_MA-TS_5-6,256_MA-TS_5-6_Product,-2569.07681637,-2569.05704155,-2569.06282975,-2568.534965,-2568.513607,-2568.518795,12.41,3.63,8.78,13.4,3.26,10.15
257_MA-TS_5-6_Reactant,257_MA-TS_5-6,257_MA-TS_5-6_Product,-1750.48487315,-1750.43707294,-1750.44446177,-1750.068864,-1750.023432,-1750.029667,30.0,4.64,25.36,28.51,3.91,24.6
260_MA-TS_25-26_Reactant,260_MA-TS_25-26,260_MA-TS_25-26_Product,-2663.129557,-2663.12433732,-2663.12767009,-2662.430315,-2662.422802,-2662.425883,3.28,2.09,1.18,4.71,1.93,2.78
262_MA-TS_39-40_Reactant,262_MA-TS_39-40,262_MA-TS_39-40_Product,-2547.44890171,-2547.43567671,-2547.45673289,-2546.805429,-2546.790752,-2546.80878,8.3,13.21,-4.91,9.21,11.31,-2.1
264_MA-TS_39-40_Reactant,264_MA-TS_39-40,264_MA-TS_39-40_Product,-2548.7538143,-2548.70127332,-2548.71808435,-2548.079101,-2548.031171,-2548.044626,32.97,10.55,22.42,30.08,8.44,21.63
268_MA-TS_25-26_Reactant,268_MA-TS_25-26,268_MA-TS_25-26_Product,-2854.46784511,-2854.4314114,-2854.43975052,-2853.657256,-2853.620071,-2853.626009,22.86,5.23,17.63,23.33,3.73,19.61
269_MA-TS_39-40_Reactant,269_MA-TS_39-40,269_MA-TS_39-40_Product,-2587.98292068,-2587.95684634,-2587.95887316,-2587.29265,-2587.261834,-2587.263965,16.36,1.27,15.09,19.34,1.34,18.0
279_MA-TS_14-15_Reactant,279_MA-TS_14-15,279_MA-TS_14-15_Product,-2491.36345449,-2491.35104342,-2491.36101806,-2490.867025,-2490.851829,-2490.862147,7.79,6.26,1.53,9.54,6.47,3.06
281_MA-TS_4-5_Reactant,281_MA-TS_4-5,281_MA-TS_4-5_Product,-2880.2584991,-2880.22825144,-2880.23825745,-2879.690256,-2879.657094,-2879.666243,18.98,6.28,12.7,20.81,5.74,15.07
282_MA-TS_10-11_Reactant,282_MA-TS_10-11,282_MA-TS_10-11_Product,-2805.15423735,-2805.1197234,-2805.13980347,-2804.584715,-2804.545849,-2804.5614,21.66,12.6,9.06,24.39,9.76,14.63
288_MA-TS_37-38_Reactant,288_MA-TS_37-38,288_MA-TS_37-38_Product,-2946.77584052,-2946.74025175,-2946.74689095,-2946.163328,-2946.128355,-2946.132452,22.33,4.17,18.17,21.95,2.57,19.37
291_MA-TS_37-38_Reactant,291_MA-TS_37-38,291_MA-TS_37-38_Product,-2471.32069417,-2471.29670679,-2471.30629514,-2470.68511,-2470.663773,-2470.670256,15.05,6.02,9.04,13.39,4.07,9.32
292_MA-TS_29-30_Reactant,292_MA-TS_29-30,292_MA-TS_29-30_Product,-2510.62947938,-2510.60203961,-2510.61108118,-2510.186017,-2510.156898,-2510.163919,17.22,5.67,11.55,18.27,4.41,13.87
296_MA-TS_30-31_Reactant,296_MA-TS_30-31,296_MA-TS_30-31_Product,-2641.02593547,-2641.00243019,-2641.00277009,-2640.559304,-2640.534266,-2640.53503,14.75,0.21,14.54,15.71,0.48,15.23
300_MA-TS_10-11_Reactant,300_MA-TS_10-11,300_MA-TS_10-11_Product,-1315.41393431,-1315.40898949,-1315.41233896,-1315.147499,-1315.137006,-1315.140484,3.1,2.1,1.0,6.58,2.18,4.4
304_MA-TS_13-14_Reactant,304_MA-TS_13-14,304_MA-TS_13-14_Product,-1884.93430035,-1884.93342674,-1884.93544405,-1884.56078,-1884.559745,-1884.561081,0.55,1.27,-0.72,0.65,0.84,-0.19
308_MA-TS_29-30_Reactant,308_MA-TS_29-30,308_MA-TS_29-30_Product,-2598.34521348,-2598.33045601,-2598.33423755,-2597.817038,-2597.798447,-2597.80435,9.26,2.37,6.89,11.67,3.7,7.96
309_MA-TS_30-31_Reactant,309_MA-TS_30-31,309_MA-TS_30-31_Product,-2653.63382508,-2653.61562661,-2653.63614042,-2653.096483,-2653.077628,-2653.093754,11.42,12.87,-1.45,11.83,10.12,1.71
310_MA-TS_41-42_Reactant,310_MA-TS_41-42,310_MA-TS_41-42_Product,-3229.10914055,-3229.09046589,-3229.10393119,-3228.356068,-3228.336314,-3228.347626,11.72,8.45,3.27,12.4,7.1,5.3
318_MA-TS_29-30_Reactant,318_MA-TS_29-30,318_MA-TS_29-30_Product,-2598.36027806,-2598.35233848,-2598.36085056,-2597.841697,-2597.828282,-2597.836444,4.98,5.34,-0.36,8.42,5.12,3.3
323_MA-TS_20-21_Reactant,323_MA-TS_20-21,323_MA-TS_20-21_Product,-1810.75608658,-1810.75012184,-1810.75371984,-1810.309235,-1810.30105,-1810.302687,3.74,2.26,1.49,5.14,1.03,4.11
324_MA-TS_12-13_Reactant,324_MA-TS_12-13,324_MA-TS_12-13_Product,-2130.5939438,-2130.59078692,-2130.59815918,-2130.112746,-2130.106999,-2130.112076,1.98,4.63,-2.65,3.61,3.19,0.42
325_MA-TS_41-42_Reactant,325_MA-TS_41-42,325_MA-TS_41-42_Product,-2863.56985107,-2863.55174563,-2863.55231718,-2862.998185,-2862.979866,-2862.979587,11.36,0.36,11.0,11.5,-0.18,11.67
334_MA-TS_5-6_Reactant,334_MA-TS_5-6,334_MA-TS_5-6_Product,-1502.60472023,-1502.60430376,-1502.62061886,-1502.340664,-1502.339202,-1502.354913,0.26,10.24,-9.98,0.92,9.86,-8.94
335_MA-TS_5-6_Reactant,335_MA-TS_5-6,335_MA-TS_5-6_Product,-1466.72480645,-1466.71917943,-1466.73633866,-1466.439099,-1466.432701,-1466.445074,3.53,10.77,-7.24,4.01,7.76,-3.75
345_MA-TS_5-6_Reactant,345_MA-TS_5-6,345_MA-TS_5-6_Product,-1733.40552018,-1733.40461921,-1733.4195355,-1733.203074,-1733.200283,-1733.210725,0.57,9.36,-8.79,1.75,6.55,-4.8
346_MA-TS_5-6_Reactant,346_MA-TS_5-6,346_MA-TS_5-6_Product,-1388.34348983,-1388.33655141,-1388.33692963,-1388.099449,-1388.089119,-1388.090255,4.35,0.24,4.12,6.48,0.71,5.77
351_MA-TS_5-6_Reactant,351_MA-TS_5-6,351_MA-TS_5-6_Product,-1697.54684525,-1697.54572356,-1697.55277345,-1697.187398,-1697.184477,-1697.191053,0.7,4.42,-3.72,1.83,4.13,-2.29
352_MA-TS_5-6_Reactant,352_MA-TS_5-6,352_MA-TS_5-6_Product,-1540.86956502,-1540.86762844,-1540.88096718,-1540.588678,-1540.585078,-1540.596986,1.22,8.37,-7.15,2.26,7.47,-5.21
357_MA-TS_5-6_Reactant,357_MA-TS_5-6,357_MA-TS_5-6_Product,-1697.74575649,-1697.73159641,-1697.74797662,-1697.368325,-1697.352656,-1697.367038,8.89,10.28,-1.39,9.83,9.02,0.81
